,Artist,Name,Popularity,Year,genre,lyrics
666,Bob Marley,"Get Up, Stand Up Lyrics",66.96929192,1984,,"Get up, stand up: stand up for your right Get up, stand up: stand up for your right Get up, stand up: stand up for your right Get up, stand up: don't give up the fight,Preacher man don't tell me Heaven is under the earth I know you don't know What life is really worth It's not all that glitters is gold Half the story has never been told So now you see the light, eh! You stand up for your right,Come on! Get up, stand up: stand up for your right Get up, stand up: don't give up the fight Get up, stand up: stand up for your right,Get up, stand up: don't give up the fight Most people think Great God will come from the sky Take away everything And make-a everybody feel high But if you know what life is worth You will look for yours on earth And now you see the light,You stand up for your rights, jah! Get up, stand up (Jah, jah) Stand up for your right (Oh, hoo) Get up, stand up (Get up, stand up) Don't give up the fight (Life is your right) Get up, stand up (So we can't give up the fight) Stand up for your right (Lord, Lord) Get up, stand up (Keep us struggling on),Don't give up the fight, yeah We sick an' tired of your ism-skism game Dyin' 'n' goin' to heaven in-a Jesus' name, Lord We know when we understand Almighty God is a living man You can fool some people sometimes But you can't fool all the people all the time So now we see the light (What you gonna do?),We gonna stand up for our rights (Yeah, jah, jah!) So you better Get up, stand up (In the morning, get it up) Stand up for your right (In the night) Get up, stand up Don't give up the fight (Don't give it up, don't give it up) Get up, stand up (Get up, stand up) Stand up for your right (Get up, stand up) Get up, stand up (Don't be a nigger in your neighborhood, yeah) Don't give up the fight (Get up, stand up) Get up, stand up (I don't think that should be very good, Lord) (Get up, stand up) Stand up for your right (Get up, stand up) Get up, stand up (I said, don't be a nigger in your neighborhood, yeah) Don't give up the fight"
667,Bob Marley,Jamming Lyrics,64.79373211,1977,,"Ooh, yeah! All right! We're jammin': I wanna jam it wid you. We're jammin', jammin' And I hope you like jammin', too.,Ain't no rules, ain't no vow, we can do it anyhow: I'n'I will see you through 'Cos everyday we pay the price with a little sacrifice Jammin' till the jam is through.,We're jammin' - To think that jammin' was a thing of the past We're jammin' And I hope this jam is gonna last.,No bullet can stop us now, we neither beg nor we won't bow Neither can be bought nor sold. We all defend the right; Jah - Jah children must unite: Your life is worth much more than gold.,We're jammin' (jammin', jammin', jammin') And we're jammin' in the name of the Lord We're jammin' (jammin', jammin', jammin') We're jammin' right straight from Yah.,Yeh! Holy Mount Zion Holy Mount Zion: Jah sitteth in Mount Zion And rules all creation.,Yeah, we're - we're jammin' (wotcha-wa) Wotcha-wa-wa-wa, we're jammin' (wotcha-wa) See, I wanna jam it wid you We're jammin' (jammin', jammin', jammin') I'm jammed: I hope you're jammin', too.,Jam's about my pride and truth I cannot hide To keep you satisfied. True love that now exist is the love I can't resist So jam by my side.,We're Jammin' (jammin', jammin', jammin'), yeah-eah-eah! I wanna jam it wid you. We're jammin', we're jammin', we're jammin', we're jammin' We're jammin', we're jammin', we're jammin', we're jammin' Hope you like jammin', too. We're jammin', we're jammin' (jammin') We're jammin', we're jammin' (jammin'). I wanna (I wanna jam it wid you) - I wanna - I wanna jam wid you now. Jammin', jammin' (hope you like jammin' too). Eh-eh! I hope you like jammin', I hope you like jammin' 'Cause (I wanna jam it wid you). I wanna ... wid you. I like - I hope you - I hope you like jammin', too. I wanna jam it I wanna jam it."
668,Bob Marley,Waiting In Vain Lyrics,64.35728595,1977,,"I don't wanna wait in vain for your love I don't wanna wait in vain for your love. From the very first time I rest my eyes on you, girl My heart says follow t'rough. But I know, now, that I'm way down on your line But the waitin' feel is fine: So don't treat me like a puppet on a string 'Cause I know I have to do my thing. Don't talk to me as if you think I'm dumb I wanna know when you're gonna come - soon. I don't wanna wait in vain for your love I don't wanna wait in vain for your love I don't wanna wait in vain for your love 'Cause if summer is here I'm still waiting there Winter is here And I'm still waiting there.,Like I said: It's been three years since I'm knockin' on your door And I still can knock some more: Ooh girl, ooh girl, is it feasible? I wanna know now, for I to knock some more. Ya see, in life I know there's lots of grief But your love is my relief:,Tears in my eyes burn - tears in my eyes burn,While I'm waiting - while I'm waiting for my turn,See!,I don't wanna wait in vain for your love I don't wanna wait in vain for your love I don't wanna wait in vain for your love I don't wanna wait in vain for your love I don't wanna wait in vain for your love, oh! I don't wanna I don't wanna I don't wanna I don't wanna I don't wanna wait in vain. I don't wanna I don't wanna I don't wanna I don't wanna I don't wanna wait in vain. No, I don't wanna (I don't wanna, I don't wanna, I don't wanna I don't wanna, I don't wanna wait in vain) No I - no I (I don't wanna, I don't wanna, I don't wanna I don't wanna, I don't wanna wait in vain) No, no-no, I, no, I (I don't wanna, I don't wanna, I don't wanna I don't wanna, I don't wanna wait in vain) It's your love that I'm waiting on (I don't wanna, I don't wanna, I don't wanna I don't wanna, I don't wanna wait in vain) It's me love that you're running from. It's Jah love that I'm waiting on (I don't wanna, I don't wanna, I don't wanna I don't wanna, I don't wanna wait in vain) It's me love that you're running from..."
669,Bob Marley,Judge Not Lyrics,61.52813813,1992,,"Don't you look at me so smug And say I'm going bad. Who are you to judge me And the life that I live? I know that I'm not perfect And that I don't claim to be. So before you point your fingers, Be sure your hands are clean.,Judge not Before you judge yourself. Judge not If you're not ready for judgement. Woah oh oh!,The road of life is rocking And you may stumble too. So while you talk about me, someone else is judging you.,(Saxophone solo),Judge not Before you judge yourself. Judge not If you're not ready for judgement. Woah oh oh!,The road of life is rocky  And you may stumble too. So while you talk about me Someone else is judging you, Someone else is judging you, Someone else is judging you, Someone else is judging you, Someone else is judging you. (fadeout)"
670,Bob Marley,Jammin' Lyrics,60.08378451,2006,,"Ooh, yeah! All right!,We're jammin': I wanna jam it wid you.,We're jammin', jammin' And I hope you like jammin', too. Ain't no rules, ain't no vow, we can do it anyhow: I'n'I will see you through,'Cos everyday we pay the price with a little sacrifice Jammin' till the jam is through.,We're jammin' - To think that jammin' was a thing of the past We're jammin' And I hope this jam is gonna last.,No bullet can stop us now, we neither beg nor we won't bow Neither can be bought nor sold.,We all defend the right; Jah - Jah children must unite: Your life is worth much more than gold. We're jammin' (jammin', jammin', jammin') And we're jammin' in the name of the Lord,We're jammin' (jammin', jammin', jammin') We're jammin' right straight from Yah. Yeh! Holy Mount Zion,Holy Mount Zion: Jah sitteth in Mount Zion And rules all creation. Yeah, we're - we're jammin' (wotcha-wa),Wotcha-wa-wa-wa, we're jammin' (wotcha-wa) See, I wanna jam it wid you We're jammin' (jammin', jammin', jammin') I'm jammed: I hope you're jammin', too. Jam's about my pride and truth I cannot hide To keep you satisfied. True love that now exist is the love I can't resist So jam by my side. We're Jammin' (jammin', jammin', jammin'), yeah-eah-eah! I wanna jam it wid you. We're jammin', we're jammin', we're jammin', we're jammin' We're jammin', we're jammin', we're jammin', we're jammin' Hope you like jammin', too. We're jammin', we're jammin' (jammin') We're jammin', we're jammin' (jammin'). I wanna (I wanna jam it wid you) - I wanna - I wanna jam wid you now. Jammin', jammin' (hope you like jammin' too). Eh-eh! I hope you like jammin', I hope you like jammin' 'Cause (I wanna jam it wid you). I wanna ... wid you. I like - I hope you - I hope you like jammin', too. I wanna jam it I wanna jam it."
671,Bob Marley,Stir It Up Lyrics,58.97147054,1984,,"Stir it up, little darling, stir it up Come on, baby, come on and stir it up, little darling, stir it up,It's been a long, long time Since I've got you on my mind And now you are here I say, it's so clear To see what we can do, honey, just me and you,Come on and stir it up, little darling, stir it up Come on baby, come on and stir it up, little darling, stir it up,I'll push the wood I'll blaze your fire Then I'll satisfy your heart's desire Said I'll stir it, yeah, ev'ry minute, yeah All you got to do is keep it in, baby,And stir it up, little darling, stir it up Come on and stir it up, ooh, little darling, stir it up, yeah,Oh, will you quench me while I'm thirsty? Come and cool me down when I'm hot? Your recipe, darling, is so tasty And you sure can stir your pot So stir it up, little darling, stir it up Come on and stir it up, ooh, little darling, stir it up Come on and stir it up, oh, little darling, stir it up Little darling, stir it up Come on and stir it up, little darling, stir it up"
672,Bob Marley,Hypocrites Lyrics,56.62383738,1992,,"Dip for diplomatic; 'Yp for hypocratic; Dry for dry-land tourist; Tup for Topper Norris! See de 'ypocrites, dem a-galang deh! See de 'ypocrites, dem a-galang deh! See de 'ypocrites, dem a-galang deh! Man, go!,Dem cut, cut, cut 'gainst 'em one another; Cut, cut, cut 'gainst 'em one another. Oh, dem teach to love one another; Oh, dem teach to love one another. Man, go!,Dem a run, come, come wid a gravalicious; Dem a run, come, come wid a gravalicious; Dem a run-a - come-a - come-a wid a gravalicious Sehd, a run-a - come - come-a wid a gravalicious.,See de 'ypocrites, dem a-galang deh! See de 'ypocrites, dem a-galang deh! See de 'ypocrites, dem a-galang deh! See de 'ypocrites, dem a-galang deh! Man, go!,Dip-a (for diplomatic); A 'yp-a (for hypocratic); Dry - dry - dry (for dry-land tourist); A tup-pa - tup-pa - tup-pa (for Topper Norris)! See de 'ypocrites, dem a-galang deh! See de 'ypocrites, dem a-galang deh! See de 'ypocrites, dem a-galang deh! Man, go!"
673,Bob Marley,Could You Be Loved Lyrics,55.38423025,1984,,"Could you be loved and be loved? Could you be loved and be loved?,Don't let them fool ya Or even try to school ya! Oh, no! We've got a mind of our own So go to hell if what you're thinking is not right! Love would never leave us alone Ay, in the darkness there must come out to light,Could you be loved and be loved? Could you be loved, wo now! - and be loved?,(The road of life is rocky and you may stumble too) (So while you point your fingers someone else is judging you) Love your brotherman! (Could you be - could you be - could you be loved?) (Could you be - could you be loved?) (Could you be - could you be - could you be loved?) (Could you be - could you be loved?),Don't let them change ya, oh! Or even rearrange ya! Oh, no! We've got a life to live They say: only - only Only the fittest of the fittest shall survive Stay alive! Eh!,Could you be loved and be loved? Could you be loved, wo now! - and be loved?,(You ain't gonna miss your water until your well runs dry) (No matter how you treat him, the man will never be satisfied.) Say something! (Could you be - could you be - could you be loved?) (Could you be - could you be loved?) Say something! Say something! (Could you be - could you be - could you be loved?) Say something! (Could you be - could you be loved?) Say something! Say something! (Say something!) Say something! Say something! (Could you be loved?) Say something! Say something! Reggae, reggae! Say something! Rockers, rockers! Say something! Reggae, reggae! Say something! Rockers, rockers! Say something! (Could you be loved?) Say something! Uh! Say something! Come on! Say something! (Could you be - could you be - could you be loved?) Say something! (Could you be - could you be loved?) Say something! (Could you be - could you be - could you be loved?) Say something! (Could you be - could you be loved?)"
674,Bob Marley,Soul Rebel Lyrics,54.48926292,1970,,"[Bob Marley],I'm a rebel, Soul Rebel I'm a capturer, soul adventurer I'm a rebel, Soul Rebel I'm a capturer, soul adventurer,See the morning sun (ah-ah-ah-ah-ah) on the hillside (ooh) Not living good, yeah! - travel wide, Said, I'm a living man (ah-ah-ah-ah-ah); I've got work to do (ooh) If you're not happy, children, then you must be blue (must be blue, must be blue) people say:,People say: I'm a rebel, let them talk; Soul Rebel: talk won't bother me. I'm a capturer, that's what they say; (Soul adventurer) Night and day (I'm a rebel) I'm a rebel: Soul Rebel! Do you hear them, Lippy? (I'm a capturer) Gossip around the corner; (Soul adventurer) How they adventure on me, y'all.,But see the morning sun (ah-ah-ah-ah-ah) on the hill side (ooh); Not living good, travel wide, Said, I'm a living man (ah-ah-ah-ah-ah); I've got work to do (ooh-ooh; must be blue, must be blue, must be blue). If you're not happy, You must be blue.,I'm a rebel (ooh-ooh): Soul Rebel; I'm a capturer (ooh-ooh): soul adventurer. Do you hear me? I'm a rebel, rebel in the morning; (Soul Rebel) rebel at midday time."
675,Bob Marley,Sun Is Shining Lyrics,54.01835367,1971,,"Sun is shining, the weather is sweet, yeah Make you wanna move your dancing feet now To the rescue, here I am Want you to know, y'all, can you understand? (Monday morning) here i am want you to know just if you can,(Tuesday evening) where i stand (Wednesday morning) tell myself a new day is rising (Thursday evening) get on the rise a new day is dawning (Friday morning) here i am,(Saturday evening) want you to know just,want you to know just where i stand When the morning gathers the rainbow want you to know i'm a rainbow too so, to the rescue here i am,want you to know just if you can where i stand, know, know, know, know, know,We'll lift our heads and give Jah praises We'll lift our heads and give Jah praises, yeah Sun is shining, the weather is sweet make you want to move your dancing feet to the rescue, here i am want you to know just if you can where I stand Monday morning, scoo-be-doop-scoop-scoop Tuesday evening, scoo-be-doop-scoop-scoop Wednesday morning, scoo-be-doop-scoop-scoop Thursday evening, scoo-be-doop-scoop-scoop Friday morning, scoo-be-doop-scoop-scoop Saturday evening, scoo-be-doop-scoop-scoop So to the rescue, to the rescue, to the rescue Awake from your sleep and slumber Today could be your lucky number Sun is shining and the weather is sweet Sun is shining... Sun is shining..."
676,Bob Marley,Kingston Town Lyrics,53.02385904,2010,,"The night seems to fade, But the moonlight lingers on There are wonders for everyone The stars shine so bright, But they`re fading after dawn There is magic in kingston town,(chorus),Oh kingston town, The place I long to be If I had the whole world I would give it away Just to see, the girls at play Ooh, ooh, ooh,And when I am king, Surely I would need a queen And a palace and everything, yeah And now I am king, And my queen will come at dawn She`ll be waiting in kingston town,(chorus),Oh kingston town, The place I long to be If I had the whole world I would give it away Just to see, the girls at play Ooh, ooh, ooh,And when I am king, Surely I would need a queen And a palace and everything, yeah And now I am king, And my queen will come at dawn She`ll be waiting in kingston town"
677,Bob Marley,I Shot The Sheriff Lyrics,52.76327733,1984,,"I shot the sheriff But I didn't shoot no deputy, oh no! Oh! I shot the sheriff But I didn't shoot no deputy, ooh, ooh, oo-ooh.),Yeah! All around in my home town They're tryin' to track me down They say they want to bring me in guilty For the killing of a deputy For the life of a deputy.,But I say: Oh, now, now. Oh! (I shot the sheriff.) - the sheriff. (But I swear it was in selfdefence.) Oh, no! (Ooh, ooh, oo-oh) Yeah! I say: I shot the sheriff - Oh, Lord! -,(And they say it is a capital offence.) Yeah! (Ooh, ooh, oo-oh) Yeah! Sheriff John Brown always hated me For what, I don't know: Every time I plant a seed,He said kill it before it grow - He said kill them before they grow.,And so: Read it in the news: (I shot the sheriff.) Oh, Lord! (But I swear it was in self-defence.),Where was the deputy? (Oo-oo-oh) I say: I shot the sheriff But I swear it was in selfdefence. (Oo-oh) Yeah! Freedom came my way one day And I started out of town, yeah! All of a sudden I saw sheriff John Brown,Aiming to shoot me down So I shot - I shot - I shot him down and I say: If I am guilty I will pay. (I shot the sheriff,),But I say (But I didn't shoot no deputy) I didn't shoot no deputy (oh, no-oh), oh no! (I shot the sheriff.) I did! But I didn't shoot no deputy. Oh! (Oo-oo-ooh) Reflexes had got the better of me And what is to be must be: Every day the bucket a-go a well One day the bottom a-go drop out One day the bottom a-go drop out. I say: I - I - I - I shot the sheriff. Lord, I didn't shot the deputy. Yeah! I - I (shot the sheriff) - But I didn't shoot no deputy, yeah! No, yeah!"
678,Bob Marley,Nice Time Lyrics,51.37859271,1992,,"Long time we no have no nice time: you-you doo-doo-doo, yeah: think about that! long time we no have no nice time: you-you doo-doo-doo, yeah: think about that! This is my heart: to rock you steady; i'll give you love time you're you ready. this little heart in me just won't let me be; i'm rockin'; won't you rock with me? Long time we no have no nice time: you-you doo-doo-doo, yeah: think about that! This is my heart: to rock you steady; i'll give you love the time you're you ready. this little heart in me just won't let me be; i'm just-a rock this now; won't you rock wid me? A long - long - long - long time we no have no nice time: Thank ya, thank ya, babe! (you-you doo-doo-doo, yeah: think about that!)"
679,Bob Marley,One Cup Of Coffee Lyrics,51.08364597,1992,,"One Cup of Coffee Then I'll go,Though I just dropped by To let you know That I'm leaving you tomorrow I'll cause you no more sorrow,One cup of coffee than I'll go,I brought the money Like the lawyer said to do But it won't replace the heartaches I caused you It won't take the place of loving you I know!,So, One Cup of Coffee Then I'll go! Tell the kids I came last night And kissed them while they slept,Make my coffee sweet and warm Just the way you used to lie in my arms,I brought the money Like the lawyer said to do But it won't replace the heartaches I caused you,It won't take the place of loving you I know!,So, one cup of coffee Then I'll go (Repeat 2x)"
680,Bob Marley,War Lyrics,48.45684449,1992,,"Until, the philosophy Which old one race superior and another Inferior Is finally And permanently Discredited And abandoned Everywhere is war Me say war,That until there no longer (War) First class and second class citizens (War) Of any nation (War) Until the color of a man's skin (War) Is of no more significance (War) Than the color of his eyes (War) Me say war (War),That until the basic human rights (War) Are equally guarantee to all (War) Without regard to race (War) And this a war (War),That until that day (War) The dream of lasting peace (War) World citizenship (War) Rule of international (War) Morality (War) Will remain in but a fleeting illusion (War) To be pursued (War) But never attained (War) Now everywhere is war War,And until the ignoble (War) And unhappy regime (War) That hold our brothers in Angola (War) In Mozambique (War) South Africa (War) About human bondage (War) I have been toppled (War) Utterly destroyed (War) Well everywhere is war Me say war,War in a east (War) War in a west (War) War up north (War) War down south (War) War, war Rumors have a war (War),And until that day (War) The African Continent (War) Will not know peace (War) We Africans will fight (War) We find it necessary (War) And we know we shall win (War) As we are confident (War) In the victory (War) Of good over evil (War),Of good over evil, yea (War),Good over evil (War) Of good over evil, yea (War) Good over evil (War) (War) (War)"
